Municipio,Departamento,Votos para senado 2014,Porcentaje de Oscar Ivan Zuluaga (1ra vuelta),Total (1ra vuelta),Participacion (1ra vuelta),Ganador (1ra vuelta),Porcentaje de Oscar Ivan Zuluaga (2da vuelta),Total (2da vuelta),Participacion (2da vuelta),Ganador,Censo electoral 2016,Actos terroristas,Amenaza,Desplazamiento,Homicidio,Secuestro,Vinculacion de Ninos y Adolescentes,Minas Antipersonal,Abandono o Despojo de Tierras,Afectado por el conflicto (Pares),Afectado por el conflicto (Pares)2,Votos por el No,Porcentaje No,Votos por el Si,Porcentaje Si,Votos validos,Votos totales,Cuantos salieron a votar,Abstencion,ind ruralidad 2014,Zonas de concentracion,Cultivos ilicitos,Hectareas de coca,Hectareas de amapola
Santander de Quilichao,Cauca,19485,0.19,28665,0.4167,Santos,0.295,33874,0.4924,Santos,73826,1.84,9.43,79.39,32.42,0.54,0.15,0.12,1.22,Alto,3,12224,0.4223,16723,0.5777,28947,29726,0.4026,0.5974,0.4394,No,No,0,0
Santa Rosa,Cauca,1235,0.2916,1135,0.2887,Santos,0.4295,1553,0.3951,Santos,4092,7.18,70.37,537.45,32.4,5.1,2.74,3.49,0,Intermedio,2,421,0.3485,787,0.6515,1208,1268,0.3099,0.6901,0.8197,No,No,0,0
Silvia,Cauca,3227,0.0976,8180,0.3905,Santos,0.1526,10745,0.513,Santos,21970,7.52,8.7,65.98,9.44,0.5,0.12,0.09,0,Bajo,1,1804,0.2375,5792,0.7625,7596,7980,0.3632,0.6368,0.8669,No,Si,0,2.7
Sotara,Cauca,2015,0.1851,2685,0.3851,Santos,0.2619,3486,0.5,Santos,7302,0.93,9.99,116.91,21.9,0.82,0.41,0.12,0,Ninguno,0,927,0.3156,2010,0.6844,2937,3143,0.4304,0.5696,0.9788,No,Si,0,6.3
Suarez,Cauca,3733,0.1373,5100,0.3331,Santos,0.1997,6610,0.4318,Santos,15860,81.41,45.08,1124.99,24.34,1.29,0.64,4.46,0,Intermedio,2,1912,0.3295,3890,0.6705,5802,6160,0.3884,0.6116,0.8211,No,Si,139.65,0
Sucre,Cauca,1310,0.0766,1319,0.2581,Santos,0.1026,2447,0.4788,Santos,5460,9,25.31,327.41,50.05,0.34,0,0,0,Bajo,1,304,0.1765,1418,0.8235,1722,1790,0.3278,0.6722,0.8352,No,Si,15.57,0
Timbio,Cauca,8483,0.2444,10013,0.4245,Santos,0.4211,12943,0.5487,Santos,24676,3.5,11.07,152.21,31.7,0.93,0.03,0.09,0,Bajo,1,4057,0.4456,5047,0.5544,9104,9414,0.3815,0.6185,0.6101,No,No,0,0
Timbiqui,Cauca,5299,0.0482,4708,0.3434,Santos,0.0975,5940,0.4333,Santos,14326,87.22,59.62,942.96,10.17,0.6,0.28,0.09,0,Alto,3,370,0.0592,5885,0.9408,6255,6348,0.4431,0.5569,0.8073,No,Si,907.47,0
Toribio,Cauca,1633,0.0356,6147,0.3916,Santos,0.0693,9154,0.5832,Santos,16666,51.87,14.41,472.03,22.85,0.92,1.49,1.39,0,Bajo,1,1171,0.152,6535,0.848,7706,8220,0.4932,0.5068,0.9391,No,Si,0,5.7
Totoro,Cauca,2747,0.1186,3287,0.3312,Santos,0.1614,4877,0.4914,Santos,10804,2.01,10.48,131.45,5.44,0.24,0.05,0,0,Bajo,1,884,0.2526,2615,0.7474,3499,3603,0.3335,0.6665,0.9075,No,Si,9.47,0
Villa Rica,Cauca,4193,0.0652,6333,0.5224,Santos,0.0888,7365,0.6075,Santos,13241,3.66,1.77,15.86,10.31,0.06,0.06,0,0,Ninguno,0,1696,0.3024,3913,0.6976,5609,5856,0.4423,0.5577,0.2239,No,No,0,0
Valledupar,Cesar,88235,0.2637,88537,0.3407,Santos,0.3693,118761,0.457,Santos,279165,0.79,3.63,184.94,23.47,0.75,0.08,0.05,0.43,Ninguno,0,41843,0.483,44788,0.517,86631,87908,0.3149,0.6851,0.1479,No,No,0,0
Aguachica,Cesar,21848,0.3958,24884,0.4129,Zuluaga,0.501,31522,0.523,Zuluaga,65630,1.31,5.49,195,50.74,3.12,0.05,0.09,0,Intermedio,2,18389,0.6921,8179,0.3079,26568,27136,0.4135,0.5865,0.1309,No,No,0,0
Agustin Codazzi,Cesar,15742,0.3622,12810,0.3072,Santos,0.4366,18797,0.4508,Santos,45542,2.87,10.72,880.87,65.27,1.67,0.3,0.1,3.13,Bajo,1,6681,0.5162,6261,0.4838,12942,13211,0.2901,0.7099,0.2428,No,No,0,0
Astrea,Cesar,4918,0.3254,4745,0.3694,Santos,0.4285,6285,0.4893,Santos,14110,1.04,10.85,466.06,35.47,0.52,0,0,0,Ninguno,0,1793,0.4722,2004,0.5278,3797,3873,0.2745,0.7255,0.4847,No,No,0,0
Becerril,Cesar,4685,0.2252,4928,0.3684,Santos,0.2536,6511,0.4868,Santos,14502,2.69,31.52,1193.23,95.38,2.61,0.22,0.3,0,Ninguno,0,1787,0.3936,2753,0.6064,4540,4642,0.3201,0.6799,0.2369,No,Si,0,2.9
Bosconia,Cesar,9298,0.3315,7399,0.3031,Zuluaga,0.4247,10444,0.4278,Santos,26471,0.34,5.36,268.47,33.98,1.03,0,0.05,0,Ninguno,0,3593,0.4192,4979,0.5808,8572,8781,0.3317,0.6683,0.0906,No,No,0,0
Chimichagua,Cesar,9037,0.3423,7444,0.3249,Santos,0.4058,10385,0.4532,Santos,23597,0.52,21.51,319.86,28.58,0.85,0,0.1,0,Ninguno,0,2834,0.46,3327,0.54,6161,6286,0.2664,0.7336,0.6194,No,No,0,0
Chiriguana,Cesar,7522,0.3635,5866,0.3053,Zuluaga,0.4064,9427,0.4907,Santos,20688,0.98,87.95,625.96,53.63,3.35,0,0.15,0,Intermedio,2,2666,0.4091,3850,0.5909,6516,6698,0.3238,0.6762,0.2708,No,No,0,0
Curumani,Cesar,8752,0.247,9170,0.3918,Santos,0.3013,11490,0.491,Santos,24745,1.54,22.55,1105.43,91.16,7.45,0.25,0.29,0,Bajo,1,2952,0.4078,4286,0.5922,7238,7411,0.2995,0.7005,0.2279,No,No,0,0
El Copey,Cesar,7719,0.3331,6865,0.3246,Santos,0.3288,10152,0.48,Santos,22065,1.28,13.39,954.87,64.73,1.54,0.3,0.15,1.5,Ninguno,0,2061,0.354,3761,0.646,5822,5934,0.2689,0.7311,0.2287,No,No,0,0
El Paso,Cesar,5806,0.1956,6688,0.3773,Santos,0.2291,8831,0.4982,Santos,19849,0.43,25.46,264.98,39.41,0.61,0,0,0,Ninguno,0,2292,0.3601,4073,0.6399,6365,6462,0.3256,0.6744,0.825,No,No,0,0
Gamarra,Cesar,5043,0.2856,4352,0.4406,Santos,0.3704,5254,0.5319,Santos,10255,0.53,3.32,118.59,24.5,3.03,0,0,0,Ninguno,0,1777,0.5248,1609,0.4752,3386,3438,0.3353,0.6647,0.4387,No,No,0,0
Gonzalez,Cesar,2037,0.1908,1530,0.3883,Santos,0.3084,1994,0.5061,Santos,3867,1.62,7.36,81.6,12.08,19,0,0,0,Ninguno,0,560,0.4795,608,0.5205,1168,1237,0.3199,0.6801,0.8156,No,Si,16.22,0
La Gloria,Cesar,4301,0.2924,4066,0.401,Santos,0.3749,5321,0.5248,Santos,10450,2.43,25.16,507.37,61.99,5.25,0.08,0.08,0,Ninguno,0,1776,0.4856,1881,0.5144,3657,3742,0.3581,0.6419,0.5244,No,No,0,0
La Jagua de Ibirico,Cesar,9447,0.1267,9844,0.4545,Santos,0.1644,12080,0.5578,Santos,24815,0.85,11.38,778.49,79.74,2.47,0,0.54,0,Bajo,1,4321,0.4589,5096,0.5411,9417,9694,0.3907,0.6093,0.1504,No,Si,0,0.2
Manaure Balcon del Cesar,Cesar,2923,0.2469,2843,0.4443,Santos,0.3012,3539,0.5531,Santos,7225,23.49,11.38,249.07,12.99,4.64,0.07,0.13,0,Ninguno,0,1206,0.3867,1913,0.6133,3119,3187,0.4411,0.5589,0.3567,No,No,0,0
Pailitas,Cesar,5091,0.1593,4883,0.374,Santos,0.2117,6794,0.5204,Santos,14163,2.49,66.83,981.64,67.23,4,0.12,0.23,0,Ninguno,0,1943,0.4034,2874,0.5966,4817,5023,0.3547,0.6453,0.2282,No,No,0,0
Pelaya,Cesar,5391,0.2888,4608,0.3666,Santos,0.3477,6318,0.5026,Santos,13460,2.77,34.35,667.63,71.52,4.22,0.11,0.33,0,Ninguno,0,2410,0.5203,2222,0.4797,4632,4794,0.3562,0.6438,0.3299,No,No,0,0
Pueblo Bello,Cesar,4057,0.2988,3675,0.2605,Santos,0.3535,5312,0.3766,Santos,16511,0.35,5.21,557.34,39.94,1.36,0.31,0,0,Ninguno,0,785,0.3151,1706,0.6849,2491,2558,0.1549,0.8451,0.7562,No,No,0,0
Rio de oro,Cesar,5774,0.3887,4695,0.3362,Zuluaga,0.4397,6659,0.4768,Santos,14285,1.14,4.79,129.91,31.23,5.72,0,0,0,Ninguno,0,2695,0.6267,1605,0.3733,4300,4535,0.3175,0.6825,0.5662,No,No,0,0
La Paz,Cesar,8348,0.3651,5810,0.3195,Santos,0.4126,8023,0.4413,Santos,18777,2.27,8.74,604.19,46.27,4.33,0.26,0.13,0,Ninguno,0,2583,0.4227,3528,0.5773,6111,6198,0.3301,0.6699,0.3516,Si,Si,0,1.8
San Alberto,Cesar,6017,0.3195,6548,0.3818,Santos,0.4529,8034,0.4685,Santos,18215,0.92,7.44,309.42,45.66,1.15,0.08,0.04,7.32,Ninguno,0,4100,0.6216,2496,0.3784,6596,6734,0.3697,0.6303,0.2607,No,Si,15.47,0
San Diego,Cesar,5729,0.3074,4629,0.3601,Santos,0.3961,6572,0.5113,Santos,14089,4.58,16.81,1193.29,83.7,4.35,0.45,0.15,18.77,Bajo,1,1884,0.3855,3003,0.6145,4887,5004,0.3552,0.6448,0.4412,No,No,0,0
San Martin,Cesar,5471,0.3086,5859,0.4467,Santos,0.4493,7516,0.5731,Santos,14366,1.34,7.94,247.51,48.26,1.45,0.11,0.11,0,Ninguno,0,3623,0.652,1934,0.348,5557,5698,0.3966,0.6034,0.5174,No,Si,1.58,0
Tamalameque,Cesar,3871,0.1934,3703,0.3772,Santos,0.2196,4895,0.4986,Santos,10017,0.29,25,219.4,21.1,0.36,0,0,0,Ninguno,0,892,0.3242,1859,0.6758,2751,2838,0.2833,0.7167,0.6002,No,No,0,0
Monteria,Cordoba,126889,0.3956,99786,0.3495,Zuluaga,0.5174,138923,0.4865,Zuluaga,302825,1.73,13.51,314.53,59.85,0.87,0.2,0.06,16.22,Ninguno,0,47850,0.5198,44207,0.4802,92057,93265,0.308,0.692,0.2279,No,No,0,0
Ayapel,Cordoba,13866,0.3363,9817,0.3164,Santos,0.4008,14058,0.4531,Santos,32199,0.23,12.42,157.34,8.46,0.12,0.02,0,0,Ninguno,0,2882,0.4082,4178,0.5918,7060,7217,0.2241,0.7759,0.4846,No,No,0,0
Buenavista,Cordoba,8851,0.2207,6818,0.3866,Santos,0.2075,8438,0.4785,Santos,17581,1.14,10.36,168.1,19.48,0.37,0.05,0.05,0,Ninguno,0,1541,0.2757,4048,0.7243,5589,5696,0.324,0.676,0.6183,No,No,0,0
Canalete,Cordoba,7120,0.1594,4566,0.2914,Santos,0.2251,6971,0.4449,Santos,16098,0.54,4.27,190.37,14.25,0.05,0.05,0,0,Ninguno,0,777,0.2274,2640,0.7726,3417,3468,0.2154,0.7846,0.8056,No,No,0,0
Cerete,Cordoba,34279,0.3219,23751,0.3464,Santos,0.4226,36732,0.5358,Santos,71178,0.14,1.2,15.83,6.01,0,0.01,0,0,Ninguno,0,11179,0.4876,11746,0.5124,22925,23285,0.3271,0.6729,0.426,No,No,0,0
Chima,Cordoba,8177,0.199,4838,0.3873,Santos,0.2676,6603,0.5286,Santos,12752,0.07,1.98,33.23,7.52,0.13,0,0,0,Ninguno,0,1091,0.2786,2825,0.7214,3916,3970,0.3113,0.6887,0.7899,No,No,0,0
Chinu,Cordoba,21430,0.3825,16281,0.4809,Santos,0.4187,20137,0.5948,Santos,35501,0.35,1.04,41.36,9.32,0.06,0,0,0,Ninguno,0,6345,0.4965,6434,0.5035,12779,13226,0.3726,0.6274,0.5033,No,No,0,0
Cienaga de Oro,Cordoba,21136,0.3011,14283,0.3564,Santos,0.3695,20486,0.5112,Santos,42082,0.12,0.9,17.76,4.83,0,0,0.03,0,Ninguno,0,5504,0.3699,9377,0.6301,14881,15211,0.3615,0.6385,0.6013,No,No,0,0
Cotorra,Cordoba,7999,0.3601,5926,0.4523,Santos,0.4528,8044,0.6139,Santos,13988,0.19,1.1,18.27,3.94,0.19,0,0,0,Ninguno,0,1387,0.3448,2636,0.6552,4023,4112,0.294,0.706,0.743,No,No,0,0
La Apartada y La Frontera,Cordoba,6092,0.1663,4402,0.3439,Santos,0.1991,5908,0.4615,Santos,12522,1.42,10.14,149.79,14.02,0.58,0,0,0,Ninguno,0,1217,0.3242,2537,0.6758,3754,3919,0.313,0.687,0.148,No,No,0,0
Lorica,Cordoba,42834,0.2257,33010,0.4085,Santos,0.2892,45369,0.5614,Santos,84539,0.13,2.8,37.17,5.06,0.03,0.01,0,0,Ninguno,0,8386,0.3232,17559,0.6768,25945,26378,0.312,0.688,0.5433,No,No,0,0
Los Cordobas,Cordoba,6018,0.2389,4538,0.3446,Santos,0.3032,6498,0.4935,Santos,13721,0.2,3.35,102.08,12.87,0.16,0,0,0,Ninguno,0,1057,0.2224,3695,0.7776,4752,4841,0.3528,0.6472,0.8065,No,No,0,0
Momil,Cordoba,7643,0.287,5401,0.4316,Santos,0.3147,7159,0.5721,Santos,12929,0,3.21,40.44,7.02,0,0,0,0,Ninguno,0,1340,0.3213,2830,0.6787,4170,4220,0.3264,0.6736,0.362,No,No,0,0
Montelibano,Cordoba,20766,0.1569,18240,0.3492,Santos,0.1788,26185,0.5014,Santos,55017,7.79,65.11,1533.44,62.24,1.04,0.32,0.57,0,Alto,3,7643,0.4182,10631,0.5818,18274,18769,0.3411,0.6589,0.2135,No,Si,186.65,0
Monitos,Cordoba,8524,0.3412,6333,0.3601,Santos,0.358,8944,0.5086,Santos,18119,0.02,0.51,7.57,0.3,0,0,0,0,Ninguno,0,1090,0.2049,4230,0.7951,5320,5436,0.3,0.7,0.753,No,No,0,0
Planeta Rica,Cordoba,23637,0.2084,18442,0.3632,Santos,0.281,25659,0.5054,Santos,53300,0.59,8.19,119.59,17.31,0.16,0.04,0,0,Ninguno,0,6244,0.4185,8676,0.5815,14920,15294,0.2869,0.7131,0.3688,No,No,0,0
Pueblo Nuevo,Cordoba,13757,0.1994,8994,0.3969,Santos,0.2577,13239,0.5842,Santos,23411,0.2,4.65,101.36,7.8,0.03,0,0,0,Ninguno,0,2428,0.3321,4882,0.6679,7310,7487,0.3198,0.6802,0.6127,No,No,0,0
Puerto Escondido,Cordoba,8833,0.272,5912,0.3395,Santos,0.3069,8371,0.4807,Santos,17941,0.2,4.33,82.85,5.86,0,0,0,0,Ninguno,0,1170,0.2263,4000,0.7737,5170,5459,0.3043,0.6957,0.8338,No,No,0,0
Puerto Libertador,Cordoba,11019,0.1101,8616,0.353,Santos,0.1224,12599,0.5162,Santos,25885,1.67,17.1,916.04,26.82,0.37,0.1,3.21,0,Alto,3,2439,0.2408,7691,0.7592,10130,10422,0.4026,0.5974,0.5913,No,Si,207.45,0
Purisima,Cordoba,7749,0.2178,5469,0.4194,Santos,0.3451,7409,0.5682,Santos,13416,0.2,2.58,24.55,7.15,0,0,0,0,Ninguno,0,1778,0.4741,1972,0.5259,3750,3904,0.291,0.709,0.5751,No,No,0,0
Sahagun,Cordoba,41302,0.1881,30975,0.4047,Santos,0.2264,41825,0.5465,Santos,78125,0.17,1.5,23.1,6.39,0.03,0.01,0,0,Ninguno,0,9762,0.3717,16501,0.6283,26263,26824,0.3433,0.6567,0.4654,No,No,0,0
San Andres Sotavento,Cordoba,17835,0.1099,10944,0.4104,Santos,0.2027,16622,0.6233,Santos,27627,0.07,1.44,80.87,9.16,0.02,0,0,0,Ninguno,0,2826,0.2702,7633,0.7298,10459,10741,0.3888,0.6112,0.7087,No,No,0,0
San Antero,Cordoba,10621,0.2547,7822,0.3912,Santos,0.2972,11484,0.5744,Santos,20685,0.38,2.54,39.51,9.52,0.06,0,0,0,Ninguno,0,2605,0.3744,4352,0.6256,6957,7080,0.3423,0.6577,0.4424,No,No,0,0
San Bernardo del Viento,Cordoba,11523,0.2205,8312,0.3218,Santos,0.2823,13108,0.5074,Santos,26348,0.2,9.61,104.07,6.77,0.06,0.03,0,0,Ninguno,0,1434,0.1983,5799,0.8017,7233,7351,0.279,0.721,0.7359,No,No,0,0
San Carlos,Cordoba,9224,0.3505,4765,0.2452,Santos,0.4231,8184,0.4212,Santos,19707,0.15,1.38,33.62,5.89,0,0,0,0,Ninguno,0,1511,0.4127,2150,0.5873,3661,3722,0.1889,0.8111,0.7916,No,No,0,0
San Jose de Ure,Cordoba,3347,0.1086,2827,0.4081,Santos,0.1292,3800,0.5485,Santos,7141,24.79,122.63,508.95,17.81,0.18,0,0.09,0,Ninguno,0,516,0.1901,2198,0.8099,2714,2783,0.3897,0.6103,0.5038,No,Si,97.97,0
San Pelayo,Cordoba,18343,0.2431,12314,0.3534,Santos,0.3449,18115,0.5199,Santos,35301,0.18,1.32,51.99,12.82,0,0,0,0,Ninguno,0,3601,0.3284,7363,0.6716,10964,11165,0.3163,0.6837,0.8125,No,No,0,0
Tierralta,Cordoba,24024,0.2291,14694,0.2557,Santos,0.2699,24468,0.4258,Santos,60877,1.44,14.77,1008.03,30.4,1.17,0.25,1.08,0,Alto,3,5452,0.3024,12579,0.6976,18031,18665,0.3066,0.6934,0.5625,Si,Si,858.62,0
Tuchin,Cordoba,12805,0.313,6856,0.3482,Santos,0.3278,12440,0.6318,Santos,21288,0.03,1.3,15.18,1.81,0.03,0,0,0,Ninguno,0,2467,0.3187,5273,0.6813,7740,8218,0.386,0.614,0.8425,No,No,0,0
Valencia,Cordoba,12469,0.2233,9431,0.3862,Santos,0.3004,13266,0.5432,Santos,25119,0.64,10.17,794.09,24.07,1.32,0.02,0,25.14,Ninguno,0,2089,0.3132,4581,0.6868,6670,6851,0.2727,0.7273,0.6371,No,Si,12.31,0
Agua de Dios,Cundinamarca,4010,0.2338,4333,0.4606,Santos,0.3817,5049,0.5367,Santos,9742,0.27,0.73,28.51,14.57,0.46,0.09,0,0,Ninguno,0,2117,0.5513,1723,0.4487,3840,3903,0.4006,0.5994,0.23,No,No,0,0
Alban,Cundinamarca,1571,0.396,2000,0.4171,Zuluaga,0.6838,2394,0.4993,Zuluaga,5069,2.18,5.71,122.23,26.53,0.5,0.17,0.5,0,Ninguno,0,1086,0.6105,693,0.3895,1779,1820,0.359,0.641,0.7297,No,No,0,0
Anapoima,Cundinamarca,3145,0.5021,5065,0.4767,Zuluaga,0.6197,5956,0.5605,Zuluaga,11225,0.15,2.37,23.9,4.14,0.07,0,0,0,Ninguno,0,2466,0.5512,2008,0.4488,4474,4531,0.4037,0.5963,0.5715,No,No,0,0
Anolaima,Cundinamarca,3083,0.4779,4382,0.396,Zuluaga,0.6229,5439,0.4915,Zuluaga,11234,0,1.64,38.66,7.53,0,0,0,0,Ninguno,0,2461,0.5917,1698,0.4083,4159,4241,0.3775,0.6225,0.6997,No,No,0,0
Arbelaez,Cundinamarca,2929,0.4046,4357,0.5249,Zuluaga,0.7103,4684,0.5643,Zuluaga,8852,0.65,2.68,82.97,14.6,0.24,0.08,0,0,Ninguno,0,2349,0.6109,1496,0.3891,3845,3916,0.4424,0.5576,0.5748,No,No,0,0
Beltran,Cundinamarca,802,0.4143,753,0.3759,Zuluaga,0.4951,923,0.4608,Zuluaga,1987,0.9,13.91,223.07,28.28,0.9,0,0,0,Ninguno,0,325,0.5031,321,0.4969,646,661,0.3327,0.6673,0.8043,No,No,0,0
Bituima,Cundinamarca,824,0.479,904,0.3179,Zuluaga,0.6187,1222,0.4297,Zuluaga,2823,0.8,2.79,124.4,33.09,0.8,1.2,0,0,Ninguno,0,396,0.4659,454,0.5341,850,871,0.3085,0.6915,0.825,No,No,0,0
Bojaca,Cundinamarca,2178,0.2622,3383,0.6365,Zuluaga,0.4913,3430,0.6453,Zuluaga,5893,0.17,0.17,5.91,2.62,0.08,0,0,0,Ninguno,0,1875,0.6017,1241,0.3983,3116,3208,0.5444,0.4556,0.201,No,No,0,0
Cabrera,Cundinamarca,910,0.2109,1171,0.3568,Lopez,0.3407,1447,0.4409,Santos,3457,2.46,20.54,439.48,30.59,0.89,1.12,2.68,0,Bajo,1,346,0.2588,991,0.7412,1337,1435,0.4151,0.5849,0.7679,No,No,0,0
Cachipay,Cundinamarca,2477,0.3542,3910,0.4595,Zuluaga,0.4993,4452,0.5232,Zuluaga,8749,1.94,1.73,19.57,3.16,0.2,0,0,0,Ninguno,0,1756,0.5102,1686,0.4898,3442,3505,0.4006,0.5994,0.6794,No,No,0,0
Cajica,Cundinamarca,9857,0.2016,19241,0.5571,Ramirez,0.4673,19300,0.5588,Santos,38304,0,0.21,1.72,0.31,0,0,0,0,Ninguno,0,10722,0.5432,9016,0.4568,19738,20062,0.5238,0.4762,0.3743,No,No,0,0
Caparrapi,Cundinamarca,3030,0.5537,3527,0.3434,Zuluaga,0.6973,4704,0.4579,Zuluaga,10164,2.51,8.92,368.52,32.56,0.36,0.12,0.3,0,Ninguno,0,2076,0.6396,1170,0.3604,3246,3377,0.3323,0.6677,0.8381,No,No,0,0
Caqueza,Cundinamarca,4164,0.4098,6515,0.4622,Zuluaga,0.7029,7305,0.5182,Zuluaga,14339,0.23,1.17,15.94,3.79,1.11,0,0,0,Ninguno,0,3393,0.629,2001,0.371,5394,5525,0.3853,0.6147,0.5755,No,No,0,0
Carmen de Carupa,Cundinamarca,2111,0.215,2405,0.3992,Ramirez,0.739,3115,0.517,Zuluaga,6176,0,0,4.35,0.22,0,0,0,0,Ninguno,0,1287,0.6226,780,0.3774,2067,2120,0.3433,0.6567,0.7461,No,No,0,0
Chaguani,Cundinamarca,1415,0.5464,1131,0.3036,Zuluaga,0.6848,1707,0.4583,Zuluaga,3664,3.02,27.39,331.49,36.19,2.76,0.75,2.26,0,Ninguno,0,721,0.4935,740,0.5065,1461,1503,0.4102,0.5898,0.811,No,No,0,0
Chia,Cundinamarca,21523,0.2156,42031,0.5404,Ramirez,0.4733,43539,0.5598,Zuluaga,83132,0.03,0.19,0.81,0.38,0.05,0,0,0,Ninguno,0,21715,0.5,21717,0.5,43432,43940,0.5286,0.4714,0.2179,No,No,0,0
Chipaque,Cundinamarca,2572,0.5374,3515,0.5026,Zuluaga,0.7664,4062,0.5809,Zuluaga,7434,0.36,2.14,25.48,8.45,0.12,0.12,0.12,0,Ninguno,0,1985,0.69,892,0.31,2877,2928,0.3939,0.6061,0.7001,No,No,0,0
Choachi,Cundinamarca,3906,0.4764,5076,0.4589,Zuluaga,0.73,6111,0.5524,Zuluaga,11254,0.19,0.37,7.77,0.84,0.19,0,0,0,Ninguno,0,3042,0.6592,1573,0.3408,4615,4713,0.4188,0.5812,0.6654,No,No,0,0
Choconta,Cundinamarca,3667,0.2482,6842,0.5058,Ramirez,0.6484,7586,0.5608,Zuluaga,14326,0,0,3.9,0.77,0.23,0,0,0,Ninguno,0,3578,0.6368,2041,0.3632,5619,5774,0.403,0.597,0.4925,No,No,0,0
Cogua,Cundinamarca,3992,0.1767,6378,0.522,Ramirez,0.5221,6993,0.5723,Zuluaga,12927,0,0,0.75,0,0.04,0,0,0,Ninguno,0,3935,0.5945,2684,0.4055,6619,6766,0.5234,0.4766,0.6904,No,No,0,0
Cota,Cundinamarca,7149,0.2549,10573,0.5095,Zuluaga,0.5082,10863,0.5235,Zuluaga,22995,0.08,0.12,0.94,0.83,0,0,0,0,Ninguno,0,5388,0.5403,4585,0.4597,9973,10096,0.4391,0.5609,0.4259,No,No,0,0
Cucunuba,Cundinamarca,1614,0.1639,2679,0.5914,Ramirez,0.6921,2770,0.6115,Zuluaga,4708,0,0.27,1.46,0,0,0,0,0,Ninguno,0,1371,0.6532,728,0.3468,2099,2161,0.459,0.541,0.817,No,No,0,0
El Colegio,Cundinamarca,5884,0.4264,8012,0.4367,Zuluaga,0.5685,9396,0.5122,Zuluaga,19138,0.46,2.05,51.07,5.88,0.18,0.05,0,0,Ninguno,0,3938,0.5528,3186,0.4472,7124,7252,0.3789,0.6211,0.6188,No,No,0,0
El Penon,Cundinamarca,1168,0.7342,1595,0.3724,Zuluaga,0.8128,2057,0.4803,Zuluaga,4351,1.66,12.48,580.4,43.27,1.25,0.42,0.83,0,Ninguno,0,809,0.6083,521,0.3917,1330,1376,0.3162,0.6838,0.9076,No,No,0,0
El Rosal,Cundinamarca,4811,0.4286,8138,0.6627,Zuluaga,0.7011,8236,0.6707,Zuluaga,13750,0.06,0.51,2.15,0.34,0,0,0,0,Ninguno,0,5218,0.6779,2479,0.3221,7697,7909,0.5752,0.4248,0.2863,No,No,0,0
Facatativa,Cundinamarca,28365,0.2455,47150,0.5841,Ramirez,0.5406,46108,0.5712,Zuluaga,87088,0.04,0.25,2.71,1.12,0.06,0.01,0,0,Ninguno,0,26978,0.5888,18839,0.4112,45817,46982,0.5395,0.4605,0.098,No,No,0,0
Fomeque,Cundinamarca,3494,0.6318,4644,0.5054,Zuluaga,0.7812,5516,0.6003,Zuluaga,9437,0.16,0.74,17.57,2.62,0.25,0.08,0,0,Ninguno,0,2777,0.7115,1126,0.2885,3903,3966,0.4203,0.5797,0.6142,No,No,0,0
Fosca,Cundinamarca,1886,0.6321,2264,0.4229,Zuluaga,0.8141,3018,0.5638,Zuluaga,5483,0.13,0.92,24.77,1.97,0,0,0.13,0,Ninguno,0,1565,0.7813,438,0.2187,2003,2022,0.3688,0.6312,0.7476,No,No,0,0
Funza,Cundinamarca,20536,0.2304,31590,0.5643,Ramirez,0.4586,31854,0.569,Santos,60731,0,0.3,1.29,0.17,0.01,0,0,0,Ninguno,0,17147,0.5613,13403,0.4387,30550,31140,0.5128,0.4872,0.0632,No,No,0,0
Fuquene,Cundinamarca,1035,0.2131,1605,0.435,Ramirez,0.5095,1939,0.5255,Zuluaga,3913,0,0,2.29,0.88,0,0,0,0,Ninguno,0,828,0.5172,773,0.4828,1601,1646,0.4206,0.5794,0.9533,No,No,0,0
Fusagasuga,Cundinamarca,28635,0.3808,43306,0.4747,Zuluaga,0.5939,47085,0.5162,Zuluaga,96948,0.16,0.98,16.17,5.22,0.2,0.04,0,0,Ninguno,0,23323,0.5659,17890,0.4341,41213,41941,0.4326,0.5674,0.1969,No,No,0,0
Gachala,Cundinamarca,1414,0.4733,1889,0.3721,Zuluaga,0.5272,2276,0.4484,Zuluaga,5230,2.1,3.68,100.33,18.24,0.35,0.88,0,0,Ninguno,0,793,0.5186,736,0.4814,1529,1593,0.3046,0.6954,0.6479,No,No,0,0
Gachancipa,Cundinamarca,3243,0.2107,5027,0.5901,Ramirez,0.388,5039,0.5915,Santos,9080,0,0,0.88,0,0,0,0,0,Ninguno,0,2816,0.6211,1718,0.3789,4534,4691,0.5166,0.4834,0.4227,No,No,0,0
Gacheta,Cundinamarca,2988,0.5712,3860,0.4197,Zuluaga,0.6957,4223,0.4591,Zuluaga,9217,0.18,3.14,41.3,11.56,0.09,0.27,0.09,0,Ninguno,0,2036,0.6555,1070,0.3445,3106,3193,0.3464,0.6536,0.6696,No,No,0,0
Gama,Cundinamarca,1033,0.5158,1262,0.4144,Zuluaga,0.6774,1457,0.4785,Zuluaga,3103,0,2.74,41.39,16.21,1.5,0.25,0,0,Ninguno,0,609,0.53,540,0.47,1149,1191,0.3838,0.6162,0.7935,No,No,0,0
