Municipio,Departamento,Votos para senado 2014,Porcentaje de Oscar Ivan Zuluaga (1ra vuelta),Total (1ra vuelta),Participacion (1ra vuelta),Ganador (1ra vuelta),Porcentaje de Oscar Ivan Zuluaga (2da vuelta),Total (2da vuelta),Participacion (2da vuelta),Ganador,Censo electoral 2016,Actos terroristas,Amenaza,Desplazamiento,Homicidio,Secuestro,Vinculacion de Ninos y Adolescentes,Minas Antipersonal,Abandono o Despojo de Tierras,Afectado por el conflicto (Pares),Afectado por el conflicto (Pares)2,Votos por el No,Porcentaje No,Votos por el Si,Porcentaje Si,Votos validos,Votos totales,Cuantos salieron a votar,Abstencion,ind ruralidad 2014,Zonas de concentracion,Cultivos ilicitos,Hectareas de coca,Hectareas de amapola
Socha,Boyaca,1888,0.2845,2306,0.3769,Zuluaga,0.5712,2780,0.4544,Zuluaga,6151,1.55,4.51,32.01,4.79,0.14,0,0,0,Ninguno,0,1160,0.5048,1138,0.4952,2298,2395,0.3894,0.6106,0.4689,No,No,0,0
Sogamoso,Boyaca,27231,0.2239,44226,0.5216,Lopez,0.505,45135,0.5323,Zuluaga,89443,0.05,0.69,4.1,2.12,0.07,0.08,0,0,Ninguno,0,20865,0.5073,20261,0.4927,41126,41974,0.4693,0.5307,0.1336,No,No,0,0
Somondoco,Boyaca,850,0.4266,1165,0.4121,Zuluaga,0.648,1318,0.4662,Zuluaga,2779,0.28,0,19.97,10.97,0.28,0,0,0,Ninguno,0,344,0.394,529,0.606,873,895,0.3221,0.6779,0.7853,No,No,0,0
Sora,Boyaca,1117,0.1553,1198,0.4928,Santos,0.5058,1477,0.6076,Zuluaga,2528,0,0,0.99,0,0,0,0,0,Ninguno,0,459,0.4009,686,0.5991,1145,1319,0.5218,0.4782,0.8359,No,No,0,0
Sotaquira,Boyaca,1617,0.2665,2011,0.3887,Ramirez,0.6632,2770,0.5354,Zuluaga,5413,0,0.4,3.3,0,0,0,0,0,Ninguno,0,978,0.4849,1039,0.5151,2017,2070,0.3824,0.6176,0.9085,No,No,0,0
Soraca,Boyaca,1823,0.1796,2411,0.478,Ramirez,0.7277,3118,0.6182,Zuluaga,5229,0,0,2.08,0,0,0,0,0,Ninguno,0,1489,0.668,740,0.332,2229,2273,0.4347,0.5653,0.8608,No,No,0,0
Susacon,Boyaca,1216,0.3232,1148,0.4448,Ramirez,0.6782,1299,0.5033,Zuluaga,2580,0,0.66,55.17,29.07,0,0,0,0,Ninguno,0,410,0.369,701,0.631,1111,1166,0.4519,0.5481,0.6931,No,No,0,0
Sutamarchan,Boyaca,2057,0.3861,2243,0.4532,Zuluaga,0.6371,2910,0.588,Zuluaga,5264,0,0,2.04,0,0,0,0,0,Ninguno,0,931,0.4513,1132,0.5487,2063,2119,0.4025,0.5975,0.7731,No,No,0,0
Sutatenza,Boyaca,1448,0.4559,1531,0.4256,Zuluaga,0.6353,1826,0.5076,Zuluaga,3682,0,0,3.97,1.49,0,0,0,0,Ninguno,0,662,0.5196,612,0.4804,1274,1318,0.358,0.642,0.8139,No,No,0,0
Tasco,Boyaca,1624,0.2334,1757,0.3537,Santos,0.3903,2403,0.4837,Santos,4986,0.16,0.32,9.69,3.65,0.32,0,0.16,0,Ninguno,0,641,0.4125,913,0.5875,1554,1598,0.3205,0.6795,0.7042,No,No,0,0
Tenza,Boyaca,980,0.4225,1406,0.4043,Zuluaga,0.655,1794,0.5158,Zuluaga,3555,0,0,1.48,0,0,0.25,0,0,Ninguno,0,592,0.3654,1028,0.6346,1620,1663,0.4678,0.5322,0.7063,No,No,0,0
Tibana,Boyaca,1965,0.2593,2349,0.317,Santos,0.4732,3227,0.4355,Santos,7402,0,0,5.8,0.22,0,0.11,0,0,Ninguno,0,740,0.3606,1312,0.6394,2052,2123,0.2868,0.7132,0.8271,No,No,0,0
Tibasosa,Boyaca,2899,0.2005,4095,0.5307,Ramirez,0.5025,4356,0.5645,Zuluaga,8412,0.07,0.21,0.56,2.82,0.42,0.14,0,0,Ninguno,0,1685,0.4777,1842,0.5223,3527,3615,0.4297,0.5703,0.6611,No,No,0,0
Tinjaca,Boyaca,1011,0.2072,1255,0.4904,Ramirez,0.5485,1402,0.5479,Zuluaga,2538,0,0,1.65,2.63,0,0,0,0,Ninguno,0,505,0.4442,632,0.5558,1137,1162,0.4578,0.5422,0.8508,No,No,0,0
Tipacoque,Boyaca,1267,0.4704,1384,0.4245,Zuluaga,0.5469,1653,0.5071,Zuluaga,3353,0,0,5.38,7.91,0,0,0,0,Ninguno,0,520,0.4828,557,0.5172,1077,1136,0.3388,0.6612,0.7326,No,No,0,0
Toca,Boyaca,1709,0.2581,2960,0.4388,Zuluaga,0.5381,3856,0.5716,Zuluaga,6996,0.1,0.69,1.09,0,0.2,0,0,0,Ninguno,0,1168,0.5134,1107,0.4866,2275,2344,0.335,0.665,0.6454,No,No,0,0
Togui,Boyaca,1073,0.2515,1360,0.3246,Santos,0.5308,1754,0.4186,Zuluaga,4284,0,1.01,13.38,5.48,0,0.2,0,0,Ninguno,0,410,0.4428,516,0.5572,926,967,0.2257,0.7743,0.8484,No,No,0,0
Topaga,Boyaca,1147,0.3344,1537,0.5497,Zuluaga,0.6667,1680,0.6009,Zuluaga,2924,0,1.89,5.14,0,0,0,0,0,Ninguno,0,789,0.5884,552,0.4116,1341,1370,0.4685,0.5315,0.6221,No,No,0,0
Tota,Boyaca,1279,0.5287,1623,0.4106,Zuluaga,0.7389,2156,0.5454,Zuluaga,4105,0,0.19,3.55,2.99,0.19,0,0,0,Ninguno,0,590,0.6498,318,0.3502,908,943,0.2297,0.7703,0.8954,No,No,0,0
Tunungua,Boyaca,476,0.2537,536,0.4344,Santos,0.375,688,0.5575,Santos,1314,0,5.37,33.85,2.69,0,0,0,0,Ninguno,0,181,0.2819,461,0.7181,642,655,0.4985,0.5015,0.7956,No,No,0,0
Turmeque,Boyaca,1178,0.1739,2157,0.3782,Lopez,0.5324,2688,0.4713,Zuluaga,5703,0,0,1.82,0.33,0,0,0,0,Ninguno,0,568,0.3285,1161,0.6715,1729,1786,0.3132,0.6868,0.5941,No,No,0,0
Tuta,Boyaca,2640,0.1561,3415,0.4975,Ramirez,0.556,3860,0.5623,Zuluaga,7216,0,0.31,2.88,0,0,0,0,0,Ninguno,0,1497,0.4936,1536,0.5064,3033,3113,0.4314,0.5686,0.7271,No,No,0,0
Tutaza,Boyaca,744,0.3246,878,0.4991,Zuluaga,0.692,1013,0.5759,Zuluaga,1841,0.54,9.17,61.49,21.57,0,0,0,0,Ninguno,0,412,0.4558,492,0.5442,904,949,0.5155,0.4845,0.8985,No,No,0,0
Umbita,Boyaca,1741,0.4683,3009,0.5144,Zuluaga,0.7838,3288,0.5621,Zuluaga,5815,0.1,0.39,7.65,1.36,0.1,0,0,0,Ninguno,0,1224,0.5554,980,0.4446,2204,2281,0.3923,0.6077,0.8234,No,No,0,0
Ventaquemada,Boyaca,2766,0.18,4299,0.4075,Ramirez,0.7191,5052,0.4789,Zuluaga,10912,0,0,1.87,0.64,0,0,0,0,Ninguno,0,1689,0.5189,1566,0.4811,3255,3354,0.3074,0.6926,0.8459,No,No,0,0
Viracacha,Boyaca,714,0.2902,1168,0.4527,Ramirez,0.7524,1438,0.5574,Zuluaga,2553,0,0,1.87,0.31,0,0,0,0,Ninguno,0,452,0.5686,343,0.4314,795,822,0.322,0.678,0.8847,No,No,0,0
Zetaquira,Boyaca,1209,0.3787,1249,0.3312,Zuluaga,0.5463,1878,0.498,Zuluaga,3874,0.22,11.14,45.89,9.58,0.89,0,0,0,Ninguno,0,473,0.342,910,0.658,1383,1410,0.364,0.636,0.77,No,No,0,0
Manizales,Caldas,108874,0.2975,162166,0.5201,Zuluaga,0.5423,163358,0.5239,Zuluaga,323102,0.1,0.6,9.16,3.81,0.08,0.02,0.02,0,Ninguno,0,76961,0.5093,74140,0.4907,151101,154340,0.4777,0.5223,0.0694,No,No,0,0
Aguadas,Caldas,7526,0.4851,8355,0.4486,Zuluaga,0.7631,9444,0.507,Zuluaga,18854,1.01,7.68,153.17,42.03,1.6,0.14,0.37,0,Ninguno,0,4766,0.7085,1961,0.2915,6727,7035,0.3731,0.6269,0.4884,No,No,0,0
Anserma,Caldas,11528,0.5492,13377,0.4894,Zuluaga,0.7973,14841,0.543,Zuluaga,27896,0.39,6.12,111.08,40.75,1.19,0.18,0,0,Ninguno,0,7430,0.6889,3356,0.3111,10786,11209,0.4018,0.5982,0.3723,No,No,0,0
Aranzazu,Caldas,4516,0.4644,5248,0.4631,Zuluaga,0.8054,5900,0.5206,Zuluaga,11540,0.71,3.1,57.91,31.52,0.09,0.27,0,0,Ninguno,0,2409,0.605,1573,0.395,3982,4191,0.3632,0.6368,0.4286,No,No,0,0
Belalcazar,Caldas,3828,0.424,4278,0.4286,Zuluaga,0.6626,4805,0.4814,Zuluaga,10118,0.84,5.58,44.24,26.77,0.74,0,0,0,Bajo,1,2105,0.5817,1514,0.4183,3619,3890,0.3845,0.6155,0.5408,No,No,0,0
Chinchina,Caldas,15251,0.3688,18959,0.4534,Zuluaga,0.6128,20743,0.496,Zuluaga,43763,0.2,1.46,27.57,13.53,0.08,0,0,0,Ninguno,0,10543,0.6303,6185,0.3697,16728,17205,0.3931,0.6069,0.1137,No,No,0,0
Filadelfia,Caldas,4336,0.3739,3956,0.4162,Zuluaga,0.6358,4827,0.5078,Zuluaga,9343,1.2,4.87,68.79,32.09,0.09,0.18,0,0,Ninguno,0,1783,0.5664,1365,0.4336,3148,3281,0.3512,0.6488,0.6282,No,No,0,0
La Dorada,Caldas,19136,0.4194,23128,0.4088,Zuluaga,0.5813,25519,0.451,Zuluaga,57740,0.47,4.32,48.01,29.24,0.9,0.25,0.05,0,Ninguno,0,13558,0.6625,6908,0.3375,20466,21133,0.366,0.634,0.0998,No,No,0,0
La Merced,Caldas,2797,0.259,2317,0.4129,Ramirez,0.6285,2751,0.4902,Zuluaga,5641,0.19,28.18,187.09,44.69,0.93,0,0,0,Ninguno,0,1108,0.5613,866,0.4387,1974,2067,0.3664,0.6336,0.6054,No,No,0,0
Manzanares,Caldas,5649,0.6264,6750,0.4424,Zuluaga,0.7696,7813,0.5121,Zuluaga,15465,0.95,4.72,119.42,21.24,0.39,0.22,0.09,0,Ninguno,0,3146,0.6396,1773,0.3604,4919,5092,0.3293,0.6707,0.5798,No,No,0,0
Marmato,Caldas,1913,0.3281,2085,0.3323,Zuluaga,0.6635,2618,0.4172,Zuluaga,6840,0.76,4.15,55.34,23.47,0.33,0,0,0,Ninguno,0,1133,0.6879,514,0.3121,1647,1711,0.2501,0.7499,0.8786,No,No,0,0
Marquetalia,Caldas,4663,0.6877,5514,0.4914,Zuluaga,0.8386,5998,0.5345,Zuluaga,11445,0.27,12.07,451.47,23.4,0.53,0.2,0,0,Ninguno,0,2427,0.6257,1452,0.3743,3879,4073,0.3559,0.6441,0.5757,No,No,0,0
Marulanda,Caldas,1112,0.5311,1175,0.4394,Zuluaga,0.6268,1404,0.5251,Zuluaga,2658,12.07,73.32,570.67,47.7,0.59,0.59,2.65,0,Ninguno,0,391,0.5026,387,0.4974,778,831,0.3126,0.6874,0.6314,No,No,0,0
Neira,Caldas,6999,0.4558,8699,0.4606,Zuluaga,0.6506,9698,0.5135,Zuluaga,19307,0.23,2.21,46.06,14.02,0.29,0,0.03,0,Ninguno,0,4191,0.6474,2283,0.3526,6474,6743,0.3493,0.6507,0.4722,No,No,0,0
Norcasia,Caldas,2373,0.3738,2469,0.4437,Santos,0.5082,2690,0.4835,Zuluaga,5865,1.58,28.63,182.22,22.94,2.37,0.32,1.11,0,Ninguno,0,1179,0.5655,906,0.4345,2085,2172,0.3703,0.6297,0.3317,No,No,0,0
Pacora,Caldas,4975,0.4541,5261,0.442,Zuluaga,0.6102,6439,0.541,Zuluaga,12064,0.77,4.37,136.81,19.1,1.03,0,0.34,0,Ninguno,0,2727,0.6379,1548,0.3621,4275,4413,0.3658,0.6342,0.5307,No,No,0,0
Palestina,Caldas,5927,0.3602,6254,0.4154,Zuluaga,0.5298,7405,0.4919,Zuluaga,14755,0.96,3.61,47.07,37.42,0.11,0,0,0,Ninguno,0,2513,0.5737,1867,0.4263,4380,4465,0.3026,0.6974,0.6243,No,No,0,0
Pensilvania,Caldas,6730,0.7515,8699,0.5171,Zuluaga,0.8645,9304,0.553,Zuluaga,16734,31.01,64.84,796.61,55.73,2.01,0.15,0.61,0,Ninguno,0,3959,0.678,1880,0.322,5839,6228,0.3722,0.6278,0.6827,No,No,0,0
Rio Sucio,Caldas,13011,0.4397,15885,0.4327,Zuluaga,0.6255,18407,0.5013,Zuluaga,37633,1.16,6.44,153.36,25.56,1.69,0.19,0.08,0,Ninguno,0,8402,0.5806,6070,0.4194,14472,15076,0.4006,0.5994,0.6934,No,No,0,0
Risaralda,Caldas,4164,0.5369,4522,0.4248,Zuluaga,0.7239,5277,0.4957,Zuluaga,10761,1.06,7.39,79.19,32.41,1.06,0.21,0,0,Ninguno,0,2021,0.6782,959,0.3218,2980,3064,0.2847,0.7153,0.5303,No,No,0,0
Salamina,Caldas,6080,0.4915,6169,0.4001,Zuluaga,0.639,7540,0.4891,Zuluaga,15660,1.65,10.05,202.13,35.92,1.23,0.31,0.55,0.49,Ninguno,0,3021,0.5904,2096,0.4096,5117,5376,0.3433,0.6567,0.4024,No,No,0,0
Samana,Caldas,7349,0.5939,7025,0.4374,Zuluaga,0.6994,8579,0.5341,Zuluaga,16191,10.59,46.7,1918.75,80.83,4.19,1.55,3.49,0,Ninguno,0,3513,0.5552,2814,0.4448,6327,6692,0.4133,0.5867,0.8014,No,No,0,0
San Jose,Caldas,2376,0.4298,2399,0.4982,Zuluaga,0.7394,2636,0.5475,Zuluaga,4918,0.26,1.84,46.48,6.85,0.26,0,0,0,Ninguno,0,817,0.5674,623,0.4326,1440,1491,0.3032,0.6968,0.7619,No,No,0,0
Supia,Caldas,7328,0.4182,8685,0.4258,Zuluaga,0.6615,10044,0.4925,Zuluaga,21254,0.93,3.42,56.89,35.41,1.08,0.11,0,0,Ninguno,0,4985,0.6743,2408,0.3257,7393,7883,0.3709,0.6291,0.5162,No,No,0,0
Victoria,Caldas,3734,0.4698,3876,0.4672,Zuluaga,0.5452,4259,0.5133,Zuluaga,8262,0.48,11.42,134.72,31.01,1.68,0,0,0,Ninguno,0,1735,0.5814,1249,0.4186,2984,3079,0.3727,0.6273,0.5699,No,No,0,0
Villamaria,Caldas,14706,0.3002,19130,0.5245,Zuluaga,0.52,20286,0.5562,Zuluaga,37945,0.02,3.1,14.66,5.46,0.1,0,0,0,Ninguno,0,9806,0.5676,7470,0.4324,17276,17736,0.4674,0.5326,0.1773,No,No,0,0
Viterbo,Caldas,4909,0.5923,6313,0.5017,Zuluaga,0.7729,6953,0.5525,Zuluaga,12839,0.24,5.55,43.09,41.16,0.24,0,0,0,Ninguno,0,3737,0.7313,1373,0.2687,5110,5204,0.4053,0.5947,0.1756,No,No,0,0
Florencia,Caqueta,39287,0.552,49140,0.4527,Zuluaga,0.7144,53929,0.4968,Zuluaga,115892,2.75,16.75,204.74,38.19,1.21,0.4,0.46,0,Intermedio,2,23593,0.6145,14803,0.3855,38396,39004,0.3366,0.6634,0.1267,No,Si,52.84,0
Albania,Caqueta,1500,0.5666,1463,0.3936,Zuluaga,0.6614,1722,0.4633,Zuluaga,3923,14.77,149.72,763.06,91.88,6.37,0.31,0.16,0,Ninguno,0,842,0.6542,445,0.3458,1287,1430,0.3645,0.6355,0.6182,No,Si,32.5,0
Belen de los Andaquies,Caqueta,2327,0.5498,2814,0.3856,Zuluaga,0.6944,3177,0.4354,Zuluaga,7573,3.79,116.02,818.46,71.29,3.62,1.03,0.26,0,Intermedio,2,1504,0.6004,1001,0.3996,2505,2600,0.3433,0.6567,0.4398,No,Si,132.03,0
Cartagena del Chaira,Caqueta,2092,0.243,3692,0.2212,Santos,0.3064,4977,0.2982,Santos,18805,6.43,116.14,1173.03,48.04,3.54,1.98,1.92,0,Intermedio,2,1256,0.2624,3530,0.7376,4786,4927,0.262,0.738,0.6374,Si,Si,948.62,0
Curillo,Caqueta,1802,0.5863,1917,0.2632,Zuluaga,0.6495,2217,0.3044,Zuluaga,7604,8.09,78.38,1700.78,157.37,5.62,2.04,0.68,0,Ninguno,0,1052,0.5907,729,0.4093,1781,1871,0.2461,0.7539,0.4663,No,Si,459.51,0
El Doncello,Caqueta,4352,0.5139,5451,0.352,Zuluaga,0.6658,6018,0.3886,Zuluaga,15558,4.46,47.42,556.01,71.41,1.17,0.9,0.77,0,Intermedio,2,2511,0.6118,1593,0.3882,4104,4230,0.2719,0.7281,0.351,No,Si,303.46,0
El Paujil,Caqueta,2602,0.4624,2822,0.2473,Zuluaga,0.5358,3516,0.3081,Zuluaga,11865,10.08,47.11,523.82,65.28,2.19,0.73,1.56,0,Intermedio,2,1439,0.5543,1157,0.4457,2596,2683,0.2261,0.7739,0.4794,No,Si,267.63,0
La Montanita,Caqueta,2407,0.4083,2131,0.2209,Zuluaga,0.4768,2779,0.2881,Santos,10500,9.12,102.32,1014.67,73.65,3.11,1.68,9.54,0,Alto,3,797,0.2578,2295,0.7422,3092,3136,0.2987,0.7013,0.7936,Si,Si,1503.49,0
Milan,Caqueta,1349,0.4467,1314,0.2028,Zuluaga,0.5803,1725,0.2662,Zuluaga,6861,8.58,110.67,1352.81,92.58,4.93,1.1,2.29,0,Alto,3,590,0.4403,750,0.5597,1340,1369,0.1995,0.8005,0.8452,No,Si,695.74,0
Morelia,Caqueta,1138,0.6898,1154,0.3558,Zuluaga,0.7765,1436,0.4428,Zuluaga,3584,8.34,78.99,813.61,94.63,5.21,0.26,0.78,0,Bajo,1,731,0.6538,387,0.3462,1118,1143,0.3189,0.6811,0.508,No,Si,1.04,0
Puerto Rico,Caqueta,3643,0.4316,5593,0.3142,Zuluaga,0.5661,6221,0.3495,Zuluaga,18802,7.95,74.15,780.46,83.95,1.76,0.93,4.07,0,Intermedio,2,2645,0.5002,2643,0.4998,5288,5470,0.2909,0.7091,0.5764,No,Si,415.94,0
San Jose del Fragua,Caqueta,2706,0.4644,3243,0.3763,Zuluaga,0.634,3574,0.4147,Zuluaga,8875,7.25,94.48,1099.47,86.77,17.17,1.2,1.66,0,Ninguno,0,1699,0.6036,1116,0.3964,2815,2894,0.3261,0.6739,0.5949,No,Si,1083.85,0
San Vicente del Caguan,Caqueta,5141,0.4138,7718,0.2705,Zuluaga,0.4956,9551,0.3348,Zuluaga,31524,6.95,66.53,665.59,45.24,3.16,1.96,4.06,0,Intermedio,2,3554,0.3707,6034,0.6293,9588,9786,0.3104,0.6896,0.3897,Si,Si,406.84,0
Solano,Caqueta,1154,0.3682,975,0.1333,Zuluaga,0.391,1496,0.2045,Santos,7754,1.86,54.33,591.31,30.83,1.78,1.12,0.7,0,Alto,3,460,0.234,1506,0.766,1966,2004,0.2584,0.7416,0.9165,No,Si,1285.05,0
Solita,Caqueta,1345,0.3415,1508,0.2797,Zuluaga,0.5281,1710,0.3172,Zuluaga,5746,5.25,80.61,1457.18,121.95,2.84,1.75,0.44,0,Ninguno,0,804,0.6242,484,0.3758,1288,1332,0.2318,0.7682,0.563,No,Si,31.56,0
Valparaiso,Caqueta,1939,0.4632,2081,0.3401,Zuluaga,0.5833,2551,0.4169,Zuluaga,6188,4.02,59.38,1387.61,115.34,5.48,0.6,0.26,0,Ninguno,0,805,0.5265,724,0.4735,1529,1611,0.2603,0.7397,0.6714,No,Si,92.37,0
Popayan,Cauca,64954,0.2039,95507,0.4496,Santos,0.3726,107746,0.5072,Santos,225161,0.93,2.4,21.92,11.7,0.31,0.04,0.05,0,Ninguno,0,38628,0.4113,55296,0.5887,93924,95678,0.4249,0.5751,0.1093,No,No,0,0
Almaguer,Cauca,2869,0.0269,3610,0.3012,Santos,0.0608,5839,0.4872,Santos,12511,9.77,28,220.1,34.29,0.61,0.14,0.14,0,Bajo,1,570,0.1655,2874,0.8345,3444,3698,0.2956,0.7044,0.9239,No,Si,0,42.6
Argelia,Cauca,4011,0.0296,4659,0.3078,Santos,0.044,7519,0.4968,Santos,17783,27.62,53.79,908.96,77.11,2.22,1.96,3.11,0,Alto,3,751,0.1145,5807,0.8855,6558,6830,0.3841,0.6159,0.8538,No,No,0,0
Balboa,Cauca,4860,0.0556,4320,0.286,Santos,0.0814,6680,0.4422,Santos,15693,5.39,23.6,373.12,69.87,0.54,0.16,0.5,0,Intermedio,2,731,0.1418,4425,0.8582,5156,5389,0.3434,0.6566,0.7096,No,Si,959.73,0
Bolivar,Cauca,10904,0.1387,8909,0.2891,Santos,0.1566,13156,0.4269,Santos,31054,10.04,33.98,367.27,70.85,0.69,0.16,0.13,0,Intermedio,2,2772,0.3462,5234,0.6538,8006,8455,0.2723,0.7277,0.8814,No,Si,223.8,75
Buenos Aires,Cauca,3553,0.1252,5877,0.3994,Santos,0.1714,7390,0.5022,Santos,15556,6.4,48.43,555.64,26.74,0.37,0.06,0.67,0,Bajo,1,1773,0.2785,4594,0.7215,6367,6698,0.4306,0.5694,0.9243,Si,Si,48.98,0
Cajibio,Cauca,5614,0.1457,6608,0.2985,Santos,0.2707,9158,0.4137,Santos,23310,3.7,18.34,334.92,24.52,3.28,0.13,0.61,0.16,Bajo,1,2002,0.2891,4922,0.7109,6924,7230,0.3102,0.6898,0.9541,No,Si,27,0
Caldono,Cauca,2901,0.1356,6237,0.3248,Santos,0.1696,9454,0.4923,Santos,20628,18.33,7.79,102.88,13.78,0.27,0.54,0.63,0,Bajo,1,1715,0.2016,6792,0.7984,8507,8943,0.4335,0.5665,0.9561,Si,Si,68.95,0
Caloto,Cauca,5293,0.1804,7640,0.448,Santos,0.1981,9388,0.5505,Santos,17687,52.32,26.19,511.54,79.36,1.36,0.45,1.7,0,Bajo,1,2183,0.2709,5875,0.7291,8058,8294,0.4689,0.5311,0.7415,No,Si,16.1,0
Corinto,Cauca,3700,0.0797,7690,0.4683,Santos,0.1198,9548,0.5815,Santos,17445,22.54,17.68,200.89,85.99,0.96,0.96,1.58,0,Bajo,1,2520,0.3077,5669,0.6923,8189,8489,0.4866,0.5134,0.5924,Si,Si,26.7,0
El Tambo,Cauca,7778,0.2117,11966,0.3596,Santos,0.282,15338,0.4609,Santos,34429,6.9,41.15,672,57.87,1.51,0.99,1.82,0,Alto,3,4616,0.4117,6595,0.5883,11211,11938,0.3467,0.6533,0.8581,No,Si,3468.18,1.6
Florencia,Cauca,1548,0.1389,1764,0.4004,Santos,0.1914,2414,0.5479,Santos,4576,1.46,26.03,211.36,60.36,0.81,0,0,0,Intermedio,2,520,0.2537,1530,0.7463,2050,2151,0.4701,0.5299,0.7743,No,No,0,0
Guachene,Cauca,4467,0.0653,6964,0.603,Santos,0.0844,7656,0.663,Santos,12259,1.81,2.17,9.92,6.7,0.15,0,0.05,0,Ninguno,0,1663,0.2856,4160,0.7144,5823,6090,0.4968,0.5032,0.7455,No,No,0,0
Guapi,Cauca,6288,0.0485,4786,0.2539,Santos,0.0947,8096,0.4295,Santos,19182,9.03,49.4,614.59,10.81,0.5,0.54,0.1,0,Alto,3,415,0.069,5596,0.931,6011,6172,0.3218,0.6782,0.3924,No,Si,256.88,0
Inza,Cauca,3320,0.2189,5153,0.3282,Lopez,0.4268,6199,0.3948,Santos,16634,8.13,12.32,93.75,6.14,0.22,0.35,0.35,0,Intermedio,2,1177,0.2618,3318,0.7382,4495,4649,0.2795,0.7205,0.9259,No,Si,0,3.6
Jambalo,Cauca,828,0.039,3023,0.3982,Santos,0.0835,3774,0.4972,Santos,8072,8.42,11.54,155.75,13.43,0.28,0.61,1.11,0,Bajo,1,520,0.1372,3270,0.8628,3790,3945,0.4887,0.5113,0.9311,No,No,0,0
La Sierra,Cauca,2687,0.2944,2928,0.3426,Santos,0.3798,4010,0.4692,Santos,8829,3.29,36.89,302.65,51.01,0.47,0.28,0.28,0,Bajo,1,1109,0.3928,1714,0.6072,2823,2955,0.3347,0.6653,0.8596,No,Si,0,2.2
La Vega,Cauca,5028,0.1151,3945,0.2686,Santos,0.221,5949,0.4051,Santos,15137,1.45,22.16,232.6,28.06,0.37,0.11,0.26,0,Bajo,1,1121,0.226,3840,0.774,4961,5264,0.3478,0.6522,0.9293,No,Si,0,69.4
Lopez de Micay,Cauca,4247,0.0425,3108,0.2544,Santos,0.0726,4763,0.3899,Santos,12401,4.89,20.79,1069.7,12.42,0.44,0.05,0.83,0,Alto,3,265,0.0624,3980,0.9376,4245,4282,0.3453,0.6547,0.7257,No,Si,867.22,0
Mercaderes,Cauca,3863,0.0954,4485,0.3285,Santos,0.1476,6369,0.4665,Santos,13882,4.69,20.6,397.68,101.52,1.05,0.33,0.11,0,Alto,3,960,0.2344,3135,0.7656,4095,4271,0.3077,0.6923,0.7201,No,Si,95.06,0
Miranda,Cauca,6312,0.1284,9396,0.5275,Santos,0.1851,10792,0.6058,Santos,18593,7.34,9.49,166.51,35.37,0.64,0.17,1.21,0,Bajo,1,3379,0.3629,5933,0.6371,9312,9536,0.5129,0.4871,0.2885,No,Si,3.67,0
Morales,Cauca,3702,0.1604,5792,0.3327,Santos,0.2453,8157,0.4685,Santos,18642,12.8,30.69,385.68,13.41,0.88,0.23,1.18,0,Intermedio,2,2412,0.3905,3764,0.6095,6176,6612,0.3547,0.6453,0.9392,No,Si,155.25,0
Padilla,Cauca,2167,0.0405,3461,0.5495,Santos,0.0619,3907,0.6204,Santos,6631,0.89,8.8,38.54,18.12,0.26,0,0,0,Bajo,1,752,0.2498,2258,0.7502,3010,3149,0.4749,0.5251,0.482,No,No,0,0
Paez,Cauca,3257,0.1765,6527,0.3538,Santos,0.3208,7922,0.4294,Santos,19497,1.35,11.79,181.24,11.17,0.23,0.2,0.59,0,Intermedio,2,1801,0.2774,4692,0.7226,6493,6887,0.3532,0.6468,0.9218,No,Si,0,1.7
Patia,Cauca,6615,0.2159,6642,0.2684,Santos,0.2992,7765,0.3137,Santos,25540,6.18,23.45,373.06,73.66,1.37,0.79,0.63,0,Intermedio,2,2233,0.279,5770,0.721,8003,8223,0.322,0.678,0.6304,No,Si,203.53,2.1
Piamonte,Cauca,952,0.3467,1396,0.3041,Zuluaga,0.4443,1821,0.3966,Santos,5010,6.78,71.42,1166.69,87.68,4.61,1.63,0.14,0,Alto,3,492,0.3306,996,0.6694,1488,1548,0.309,0.691,0.9155,No,Si,1166.89,0
Piendamo,Cauca,6504,0.2184,9023,0.3572,Santos,0.4301,11679,0.4624,Santos,26554,2.52,6.52,48.73,8.17,4.44,0.07,0.14,0.02,Bajo,1,4240,0.467,4840,0.533,9080,9382,0.3533,0.6467,0.6564,No,No,0,0
Puerto Tejada,Cauca,8420,0.0727,13982,0.4576,Santos,0.0916,17300,0.5662,Santos,32002,1.33,2.99,42.87,30.98,0.13,0.13,0.04,0,Bajo,1,4123,0.3271,8482,0.6729,12605,13063,0.4082,0.5918,0.1179,No,No,0,0
Purace,Cauca,1852,0.1768,2884,0.3509,Santos,0.2666,3819,0.4647,Santos,8676,22.73,9.89,122.4,17.03,0.79,0.2,0.59,0,Bajo,1,822,0.3605,1458,0.6395,2280,2386,0.275,0.725,0.8878,No,No,0,0
Rosas,Cauca,2582,0.2403,3233,0.3963,Santos,0.3459,3961,0.4855,Santos,8645,2.47,20.25,240.48,47.66,0.6,0,0,0,Bajo,1,1211,0.403,1794,0.597,3005,3178,0.3676,0.6324,0.8724,No,Si,0,2.8
San Sebastian,Cauca,3454,0.1817,3357,0.4809,Santos,0.1973,3934,0.5636,Santos,7156,1.57,37.78,228.33,25.83,1.28,0.57,0.78,0,Bajo,1,530,0.2102,1991,0.7898,2521,2684,0.3751,0.6249,0.9102,No,Si,0,40.6
